Key	Song Title	BPM	Artist	Genre	Decade	Ultimate Guitar Link	Lyrics Link	
G	Steal My Kisses	94	Ben Harper	Rock/Blues	1990s	https://tabs.ultimate-guitar.com/tab/ben-harper/steal-my-kisses-chords	https://genius.com/Ben-harper-steal-my-kisses-lyrics	
Em	Stop Dragging My Heart Around	96	Stevie Nicks & Tom Petty	Rock	1980s	https://tabs.ultimate-guitar.com/tab/stevie-nicks-tom-petty/stop-dragging-my-heart-around-chords	https://genius.com/Stevie-nicks-tom-petty-stop-dragging-my-heart-around-lyrics	
Ab	Straighten Up And Fly Right	152	Nat King Cole	Jazz	1940s	https://tabs.ultimate-guitar.com/tab/nat-king-cole/straighten-up-and-fly-right-chords	https://genius.com/Nat-king-cole-straighten-up-and-fly-right-lyrics	
Cm	Stray Cat Strut	126	Stray Cats	Rockabilly	1980s	https://tabs.ultimate-guitar.com/tab/stray-cats/stray-cat-strut-chords	https://genius.com/Stray-cats-stray-cat-strut-lyrics	
Gm	Stacy's Mom	100	Fountains of Wayne	Pop Rock	2000s	https://tabs.ultimate-guitar.com/tab/fountains-of-wayne/stacys-mom-chords	https://genius.com/Fountains-of-wayne-stacys-mom-lyrics	
C	Sugar	120	Maroon 5	Pop/Funk	2010s	https://tabs.ultimate-guitar.com/tab/maroon-5/sugar-chords	https://genius.com/Maroon-5-sugar-lyrics	
D	Summer of 69	138	Bryan Adams	Rock	1980s	https://tabs.ultimate-guitar.com/tab/bryan-adams/summer-of-69-chords	https://genius.com/Bryan-adams-summer-of-69-lyrics	
Em	Sunshine Of Your Love	118	Cream	Rock/Blues	1960s	https://tabs.ultimate-guitar.com/tab/cream/sunshine-of-your-love-chords	https://genius.com/Cream-sunshine-of-your-love-lyrics	
D	Superfreak	100	Rick James	Funk	1980s	https://tabs.ultimate-guitar.com/tab/rick-james/superfreak-chords	https://genius.com/Rick-james-superfreak-lyrics	
Eb	Superstition	100	Stevie Wonder	Funk/Soul	1970s	https://tabs.ultimate-guitar.com/tab/stevie-wonder/superstition-chords	https://genius.com/Stevie-wonder-superstition-lyrics	
G?	Suspicious Minds	144	Elvis Presley	Rock/Pop	1960s	https://tabs.ultimate-guitar.com/tab/elvis-presley/suspicious-minds-chords	https://genius.com/Elvis-presley-suspicious-minds-lyrics	
B	Sweet Caroline	125	Neil Diamond	Pop Rock	1960s	https://tabs.ultimate-guitar.com/tab/neil-diamond/sweet-caroline-chords	https://genius.com/Neil-diamond-sweet-caroline-lyrics	
D	Sweet Child Of Mine	125	Guns N' Roses	Rock	1980s	https://tabs.ultimate-guitar.com/tab/guns-n-roses/sweet-child-of-mine-chords	https://genius.com/Guns-n-roses-sweet-child-of-mine-lyrics	
C?	Sweet Dreams	118	Eurythmics	Synthpop	1980s	https://tabs.ultimate-guitar.com/tab/eurythmics/sweet-dreams-chords	https://genius.com/Eurythmics-sweet-dreams-lyrics	
D	Sweet Home Alabama	100	Lynyrd Skynyrd	Southern Rock	1970s	https://tabs.ultimate-guitar.com/tab/lynyrd-skynyrd/sweet-home-alabama-chords	https://genius.com/Lynyrd-skynyrd-sweet-home-alabama-lyrics	
A?	Take On Me	169	A-ha	Synthpop	1980s	https://tabs.ultimate-guitar.com/tab/a-ha/take-on-me-chords	https://genius.com/A-ha-take-on-me-lyrics	
Cm	Take The Long Way Home	112	Supertramp	Rock	1970s	https://tabs.ultimate-guitar.com/tab/supertramp/take-the-long-way-home-chords	https://genius.com/Supertramp-take-the-long-way-home-lyrics	
A	Tears In Heaven	92	Eric Clapton	Soft Rock/Blues	1990s	https://tabs.ultimate-guitar.com/tab/eric-clapton/tears-in-heaven-chords	https://genius.com/Eric-clapton-tears-in-heaven-lyrics	
A	Tennessee Whiskey	76	Chris Stapleton	Country/Soul	2010s	https://tabs.ultimate-guitar.com/tab/chris-stapleton/tennessee-whiskey-chords	https://genius.com/Chris-stapleton-tennessee-whiskey-lyrics	
G	Tequila Sunrise	112	Eagles	Country Rock	1970s	https://tabs.ultimate-guitar.com/tab/eagles/tequila-sunrise-chords	https://genius.com/Eagles-tequila-sunrise-lyrics	
C	The Twist	168	Chubby Checker	Rock and Roll	1960s	https://tabs.ultimate-guitar.com/tab/chubby-checker/the-twist-chords	https://genius.com/Chubby-checker-the-twist-lyrics	
D	The Wanderer	128	Dion	Rock and Roll	1960s	https://tabs.ultimate-guitar.com/tab/dion/the-wanderer-chords	https://genius.com/Dion-the-wanderer-lyrics	
G	The Dance	63	Garth Brooks	Country	1990s	https://tabs.ultimate-guitar.com/tab/garth-brooks/the-dance-chords	https://genius.com/Garth-brooks-the-dance-lyrics	
G	The Joker	82	Steve Miller Band	Rock	1970s	https://tabs.ultimate-guitar.com/tab/steve-miller-band/the-joker-chords	https://genius.com/Steve-miller-band-the-joker-lyrics	
Cm	That's The Power Of Love	112	Huey Lewis & The News	Rock/Pop	1980s	https://tabs.ultimate-guitar.com/tab/huey-lewis-the-news/thats-the-power-of-love-chords	https://genius.com/Huey-lewis-the-news-thats-the-power-of-love-lyrics	
G?	This Is How We Do It	90	Montell Jordan	R&B/Hip Hop	1990s	https://tabs.ultimate-guitar.com/tab/montell-jordan/this-is-how-we-do-it-chords	https://genius.com/Montell-jordan-this-is-how-we-do-it-lyrics	
E?	Thong Song	105	Sisqo	R&B	1990s	https://tabs.ultimate-guitar.com/tab/sisqo/thong-song-chords	https://genius.com/Sisqo-thong-song-lyrics	
Am	Them Belly Full	88	Bob Marley	Reggae	1970s	https://tabs.ultimate-guitar.com/tab/bob-marley/them-belly-full-chords	https://genius.com/Bob-marley-them-belly-full-lyrics	
D	Thinking Out Loud	79	Ed Sheeran	Pop/Soul	2010s	https://tabs.ultimate-guitar.com/tab/ed-sheeran/thinking-out-loud-chords	https://genius.com/Ed-sheeran-thinking-out-loud-lyrics	
Am	Thrill Is Gone	96	B.B. King	Blues	1960s	https://tabs.ultimate-guitar.com/tab/bb-king/thrill-is-gone-chords	https://genius.com/Bb-king-thrill-is-gone-lyrics	
A	Tight Fittin Jeans	120	Conway Twitty	Country	1980s	https://tabs.ultimate-guitar.com/tab/conway-twitty/tight-fittin-jeans-chords	https://genius.com/Conway-twitty-tight-fittin-jeans-lyrics	
C	Tiny Dancer	76	Elton John	Pop Rock	1970s	https://tabs.ultimate-guitar.com/tab/elton-john/tiny-dancer-chords	https://genius.com/Elton-john-tiny-dancer-lyrics	
G	Today I Started Loving You	120	George Jones	Country	1960s	https://tabs.ultimate-guitar.com/tab/george-jones/today-i-started-loving-you-chords	https://genius.com/George-jones-today-i-started-loving-you-lyrics	
Gm	Too Close (To Love You)	108	Next	R&B	1990s	https://tabs.ultimate-guitar.com/tab/next/too-close-to-love-you-chords	https://genius.com/Next-too-close-to-love-you-lyrics	
Cm?	Toxic	143	Britney Spears	Dance Pop	2000s	https://tabs.ultimate-guitar.com/tab/britney-spears/toxic-chords	https://genius.com/Britney-spears-toxic-lyrics	
Am	Touch Me Babe	120	The Doors	Rock	1960s	https://tabs.ultimate-guitar.com/tab/the-doors/touch-me-babe-chords	https://genius.com/The-doors-touch-me-babe-lyrics	
Am	Treat You Better	84	Shawn Mendes	Pop	2010s	https://tabs.ultimate-guitar.com/tab/shawn-mendes/treat-you-better-chords	https://genius.com/Shawn-mendes-treat-you-better-lyrics	
C	Trenchtown Rock	100	Bob Marley	Reggae	1970s	https://tabs.ultimate-guitar.com/tab/bob-marley/trenchtown-rock-chords	https://genius.com/Bob-marley-trenchtown-rock-lyrics	
D?	Tubthumping	140	Chumbawamba	Alternative Rock	1990s	https://tabs.ultimate-guitar.com/tab/chumbawamba/tubthumping-chords	https://genius.com/Chumbawamba-tubthumping-lyrics	
A	Tuesdays Gone	82	Lynyrd Skynyrd	Southern Rock	1970s	https://tabs.ultimate-guitar.com/tab/lynyrd-skynyrd/tuesdays-gone-chords	https://genius.com/Lynyrd-skynyrd-tuesdays-gone-lyrics	
Gm	Turn Me Loose	138	Loverboy	Rock	1980s	https://tabs.ultimate-guitar.com/tab/loverboy/turn-me-loose-chords	https://genius.com/Loverboy-turn-me-loose-lyrics	
Em	Turn The Page	112	Bob Seger	Rock	1970s	https://tabs.ultimate-guitar.com/tab/bob-seger/turn-the-page-chords	https://genius.com/Bob-seger-turn-the-page-lyrics	
F	Tuttie Fruttie	184	Little Richard	Rock and Roll	1950s	https://tabs.ultimate-guitar.com/tab/little-richard/tuttie-fruttie-chords	https://genius.com/Little-richard-tuttie-fruttie-lyrics	
G	Tush	120	ZZ Top	Blues Rock	1970s	https://tabs.ultimate-guitar.com/tab/zz-top/tush-chords	https://genius.com/Zz-top-tush-lyrics	
C	Twist And Shout	126	The Beatles	Rock and Roll	1960s	https://tabs.ultimate-guitar.com/tab/the-beatles/twist-and-shout-chords	https://genius.com/The-beatles-twist-and-shout-lyrics	
G	Under The Boardwalk	120	The Drifters	Soul/Pop	1960s	https://tabs.ultimate-guitar.com/tab/the-drifters/under-the-boardwalk-chords	https://genius.com/The-drifters-under-the-boardwalk-lyrics	
Dm	Under The Bridge	88	Red Hot Chili Peppers	Alternative Rock	1990s	https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/under-the-bridge-chords	https://genius.com/Red-hot-chili-peppers-under-the-bridge-lyrics	
C	Unchained Melody	72	The Righteous Brothers	Pop Ballad	1960s	https://tabs.ultimate-guitar.com/tab/the-righteous-brothers/unchained-melody-chords	https://genius.com/The-righteous-brothers-unchained-melody-lyrics	
Dm	Uptown Funk	115	Mark Ronson ft. Bruno Mars	Funk/Pop	2010s	https://tabs.ultimate-guitar.com/tab/mark-ronson-ft-bruno-mars/uptown-funk-chords	https://genius.com/Mark-ronson-ft-bruno-mars-uptown-funk-lyrics	
E	Use Me	108	Bill Withers	Soul	1970s	https://tabs.ultimate-guitar.com/tab/bill-withers/use-me-chords	https://genius.com/Bill-withers-use-me-lyrics	
G	Wagon Wheel	160	Darius Rucker	Country Rock	2000s	https://tabs.ultimate-guitar.com/tab/darius-rucker/wagon-wheel-chords	https://genius.com/Darius-rucker-wagon-wheel-lyrics	
D	Waiting On The World To Change	76	John Mayer	Pop Rock	2000s	https://tabs.ultimate-guitar.com/tab/john-mayer/waiting-on-the-world-to-change-chords	https://genius.com/John-mayer-waiting-on-the-world-to-change-lyrics	
C	Wake Up Little Susie	150	The Everly Brothers	Rock and Roll	1950s	https://tabs.ultimate-guitar.com/tab/the-everly-brothers/wake-up-little-susie-chords	https://genius.com/The-everly-brothers-wake-up-little-susie-lyrics	
C	Walk This Way	112	Aerosmith	Rock/Rap	1970s	https://tabs.ultimate-guitar.com/tab/aerosmith/walk-this-way-chords	https://genius.com/Aerosmith-walk-this-way-lyrics	
C	Walking In Memphis	128	Marc Cohn	Pop Rock	1990s	https://tabs.ultimate-guitar.com/tab/marc-cohn/walking-in-memphis-chords	https://genius.com/Marc-cohn-walking-in-memphis-lyrics	
Dm	Walking On The Moon	152	The Police	Rock/New Wave	1970s	https://tabs.ultimate-guitar.com/tab/the-police/walking-on-the-moon-chords	https://genius.com/The-police-walking-on-the-moon-lyrics	
D	Wanderer	132	Dion	Rock and Roll	1960s	https://tabs.ultimate-guitar.com/tab/dion/wanderer-chords	https://genius.com/Dion-wanderer-lyrics	
D	Wanted Dead Or Alive	120	Bon Jovi	Rock	1980s	https://tabs.ultimate-guitar.com/tab/bon-jovi/wanted-dead-or-alive-chords	https://genius.com/Bon-jovi-wanted-dead-or-alive-lyrics	
C?	We Are The Champions	63	Queen	Rock	1970s	https://tabs.ultimate-guitar.com/tab/queen/we-are-the-champions-chords	https://genius.com/Queen-we-are-the-champions-lyrics	
D?	We Will Rock You	82	Queen	Rock	1970s	https://tabs.ultimate-guitar.com/tab/queen/we-will-rock-you-chords	https://genius.com/Queen-we-will-rock-you-lyrics	
F	We Don't Talk Anymore	88	Charlie Puth ft. Selena Gomez	Pop	2010s	https://tabs.ultimate-guitar.com/tab/charlie-puth-ft-selena-gomez/we-dont-talk-anymore-chords	https://genius.com/Charlie-puth-ft-selena-gomez-we-dont-talk-anymore-lyrics	
G	"Weight, The"	98	The Band	Rock	1960s	https://tabs.ultimate-guitar.com/tab/the-band/weight-the-chords	https://genius.com/The-band-weight-the-lyrics	
A	What A Wonderful World	60	Louis Armstrong	Jazz/Pop	1960s	https://tabs.ultimate-guitar.com/tab/louis-armstrong/what-a-wonderful-world-chords	https://genius.com/Louis-armstrong-what-a-wonderful-world-lyrics	
Em	What Hurts The Most	120	Rascal Flatts	Country Pop	2000s	https://tabs.ultimate-guitar.com/tab/rascal-flatts/what-hurts-the-most-chords	https://genius.com/Rascal-flatts-what-hurts-the-most-lyrics	
D	What I Got	94	Sublime	Ska/Punk	1990s	https://tabs.ultimate-guitar.com/tab/sublime/what-i-got-chords	https://genius.com/Sublime-what-i-got-lyrics	
E	What I Like About You	170	The Romantics	Rock	1970s	https://tabs.ultimate-guitar.com/tab/the-romantics/what-i-like-about-you-chords	https://genius.com/The-romantics-what-i-like-about-you-lyrics	
G	What's Up	124	Four Non Blondes	Alternative Rock	1990s	https://tabs.ultimate-guitar.com/tab/four-non-blondes/whats-up-chords	https://genius.com/Four-non-blondes-whats-up-lyrics	
G	When A Man Loves A Woman	130	Percy Sledge	Soul	1960s	https://tabs.ultimate-guitar.com/tab/percy-sledge/when-a-man-loves-a-woman-chords	https://genius.com/Percy-sledge-when-a-man-loves-a-woman-lyrics	
G	When I Was Your Man	90	Bruno Mars	Pop/Soul	2010s	https://tabs.ultimate-guitar.com/tab/bruno-mars/when-i-was-your-man-chords	https://genius.com/Bruno-mars-when-i-was-your-man-lyrics	
Bm	White Wedding	130	Billy Idol	Rock	1980s	https://tabs.ultimate-guitar.com/tab/billy-idol/white-wedding-chords	https://genius.com/Billy-idol-white-wedding-lyrics	
E	Who Can It Be Now	98	Men at Work	New Wave	1980s	https://tabs.ultimate-guitar.com/tab/men-at-work/who-can-it-be-now-chords	https://genius.com/Men-at-work-who-can-it-be-now-lyrics	
Bm	Wicked Games	82	Chris Isaak	Rock Ballad	1980s	https://tabs.ultimate-guitar.com/tab/chris-isaak/wicked-games-chords	https://genius.com/Chris-isaak-wicked-games-lyrics	
G	Wish You Were Here	64	Pink Floyd	Rock	1970s	https://tabs.ultimate-guitar.com/tab/pink-floyd/wish-you-were-here-chords	https://genius.com/Pink-floyd-wish-you-were-here-lyrics	
G	Won't Back Down	96	Tom Petty	Rock	1980s	https://tabs.ultimate-guitar.com/tab/tom-petty/wont-back-down-chords	https://genius.com/Tom-petty-wont-back-down-lyrics	
Em?	Wonderwall	87	Oasis	Rock	1990s	https://tabs.ultimate-guitar.com/tab/oasis/wonderwall-chords	https://genius.com/Oasis-wonderwall-lyrics	
A	You And I	120	Lady Gaga	Pop Rock	2010s	https://tabs.ultimate-guitar.com/tab/lady-gaga/you-and-i-chords	https://genius.com/Lady-gaga-you-and-i-lyrics	
Bb	You Are The Reason	60	Calum Scott	Pop Ballad	2010s	https://tabs.ultimate-guitar.com/tab/calum-scott/you-are-the-reason-chords	https://genius.com/Calum-scott-you-are-the-reason-lyrics	
E	You Don't Know How It Feels	106	Tom Petty	Rock	1990s	https://tabs.ultimate-guitar.com/tab/tom-petty/you-dont-know-how-it-feels-chords	https://genius.com/Tom-petty-you-dont-know-how-it-feels-lyrics	
Ebm	You Dropped a Bomb on Me	112	The Gap Band	Funk	1980s	https://tabs.ultimate-guitar.com/tab/the-gap-band/you-dropped-a-bomb-on-me-chords	https://genius.com/The-gap-band-you-dropped-a-bomb-on-me-lyrics	
A	You May Be Right	148	Billy Joel	Rock	1970s	https://tabs.ultimate-guitar.com/tab/billy-joel/you-may-be-right-chords	https://genius.com/Billy-joel-you-may-be-right-lyrics	
Gm?	You Oughta Know	103	Alanis Morissette	Alternative Rock	1990s	https://tabs.ultimate-guitar.com/tab/alanis-morissette/you-oughta-know-chords	https://genius.com/Alanis-morissette-you-oughta-know-lyrics	
C	You Never Even Call Me By My Name	140	David Allan Coe	Country	1970s	https://tabs.ultimate-guitar.com/tab/david-allan-coe/you-never-even-call-me-by-my-name-chords	https://genius.com/David-allan-coe-you-never-even-call-me-by-my-name-lyrics	
Bb?	You Lost Loving Feeling	120	The Righteous Brothers	Pop/Soul	1960s	https://tabs.ultimate-guitar.com/tab/the-righteous-brothers/you-lost-loving-feeling-chords	https://genius.com/The-righteous-brothers-you-lost-loving-feeling-lyrics	
C	You've Lost That Loving Feeling	120	The Righteous Brothers	Pop/Soul	1960s	https://tabs.ultimate-guitar.com/tab/the-righteous-brothers/youve-lost-that-loving-feeling-chords	https://genius.com/The-righteous-brothers-youve-lost-that-loving-feeling-lyrics	
G	You Send Me	95	Sam Cooke	Soul	1950s	https://tabs.ultimate-guitar.com/tab/sam-cooke/you-send-me-chords	https://genius.com/Sam-cooke-you-send-me-lyrics	
G?	You Shook Me All Night Long	120	AC/DC	Rock	1980s	https://tabs.ultimate-guitar.com/tab/acdc/you-shook-me-all-night-long-chords	https://genius.com/Acdc-you-shook-me-all-night-long-lyrics	
E	Your Love	118	The Outfield	Rock	1980s	https://tabs.ultimate-guitar.com/tab/the-outfield/your-love-chords	https://genius.com/The-outfield-your-love-lyrics	
Em	Your Love	118	The Outfield	Rock	1980s	https://tabs.ultimate-guitar.com/tab/the-outfield/your-love-chords	https://genius.com/The-outfield-your-love-lyrics	
Am	Your No Good	96	Linda Ronstadt	Rock/Country	1970s	https://tabs.ultimate-guitar.com/tab/linda-ronstadt/your-no-good-chords	https://genius.com/Linda-ronstadt-your-no-good-lyrics	
Eb	Your Song	66	Elton John	Pop Rock	1970s	https://tabs.ultimate-guitar.com/tab/elton-john/your-song-chords	https://genius.com/Elton-john-your-song-lyrics	
F?	YMCA	128	Village People	Disco	1970s	https://tabs.ultimate-guitar.com/tab/village-people/ymca-chords	https://genius.com/Village-people-ymca-lyrics	
Am	Zombie	82	The Cranberries	Alternative Rock	1990s	https://tabs.ultimate-guitar.com/tab/the-cranberries/zombie-chords	https://genius.com/The-cranberries-zombie-lyrics	
